zeta,omega_n,capacity_cost,co2capacity,gridcost
0.0,0.15000000000000002,4600000.0,0.4686512016477016,0.13967771544327345
0.0,0.15000000000000002,5050000.0,0.9767610881903371,0.5528195423454633
0.0,0.15000000000000002,5500000.0,0.604845519745046,0.5515787398597385
0.0,0.15000000000000002,5950000.0,0.7392635793983017,0.21223531722082134
0.0,0.15000000000000002,6400000.0,0.039187792254320675,0.9561404820023637
0.0,0.15000000000000002,6850000.0,0.2828069625764096,0.598604060407355
0.0,0.15000000000000002,7300000.0,0.1201965612131689,0.4515247576933056
0.0,0.15000000000000002,7750000.0,0.29614019752214493,0.25336037753471385
0.0,0.15000000000000002,8200000.0,0.11872771895424405,0.4112475121827096
0.0,0.15000000000000002,8650000.0,0.317983179393976,0.7475242010248342
0.0,0.15000000000000002,9100000.0,0.41426299451466997,0.9732527587572557
0.0,0.15000000000000002,9550000.0,0.06414749634878436,0.8145175251579386
0.0,0.15000000000000002,10000000.0,0.6924721193700198,0.732263426442528
0.0,0.2,1000000.0,0.5666014542065752,0.5618986458922557
0.0,0.2,1450000.0,0.2653894909394454,0.5845617354953602
0.0,0.2,1900000.0,0.5232480534666997,0.49364405678143697
0.0,0.2,2350000.0,0.09394051075844168,0.29612871975218746
0.0,0.2,2800000.0,0.5759464955561793,0.0047022401550149695
0.0,0.2,3250000.0,0.9292961975762141,0.14864375509276084
0.0,0.2,3700000.0,0.31856895245132366,0.5125253899289293
0.0,0.2,4150000.0,0.6674103799636817,0.03736061442794103
0.0,0.2,4600000.0,0.13179786240439217,0.05403872191737247
0.0,0.2,5050000.0,0.7163272041185655,0.9499255445287891
0.0,0.2,5500000.0,0.2894060929472011,0.13257531307293002
0.0,0.2,5950000.0,0.18319136200711683,0.05475024302146059
0.0,0.2,6400000.0,0.5865129348100832,0.7744528852991572
0.0,0.2,6850000.0,0.020107546187493552,0.4616008232956531
0.0,0.2,7300000.0,0.8289400292173631,0.9442941493317273
0.0,0.2,7750000.0,0.004695476192547066,0.13880528892190436
0.0,0.2,8200000.0,0.6778165367962301,0.9390065268187824
0.0,0.2,8650000.0,0.27000797319216485,0.18399764113233863
0.0,0.2,9100000.0,0.7351940221225949,0.8854014231303892
0.0,0.2,9550000.0,0.9621885451174382,0.2819307142182843
0.0,0.2,10000000.0,0.24875314351995803,0.29598040765771627
0.0,0.25,1000000.0,0.5761573344178369,0.7823837398791388
0.0,0.25,1450000.0,0.592041931271839,0.5244336843602806
0.0,0.25,1900000.0,0.5722519057908734,0.7857897349547907
0.0,0.25,2350000.0,0.2230816326406183,0.5794860160330471
0.0,0.25,2800000.0,0.952749011516985,0.40610124014036986
0.0,0.25,3250000.0,0.44712537861762736,0.09805393812707042
0.0,0.25,3700000.0,0.8464086724711278,0.9643832844841524
0.0,0.25,4150000.0,0.6994792753175043,0.21405059578156704
0.0,0.25,4600000.0,0.29743695085513366,0.89645570104158
0.0,0.25,5050000.0,0.8137978197024772,0.14914419868940154
0.0,0.25,5500000.0,0.39650574084698464,0.229638015527313
0.0,0.25,5950000.0,0.8811031971111616,0.10219578352235703
0.0,0.25,6400000.0,0.5812728726358587,0.011810882569490588
0.0,0.25,6850000.0,0.8817353618548528,0.9287725507702116
0.0,0.25,7300000.0,0.6925315900777659,0.02808683405214929
0.0,0.25,7750000.0,0.7252542798196405,0.6737924557757752
0.0,0.25,8200000.0,0.5013243819267023,0.46437815700846863
0.0,0.25,8650000.0,0.9560836347232239,0.22513473491701264
0.0,0.25,9100000.0,0.6439901992296374,0.8611109736118061
0.0,0.25,9550000.0,0.4238550485581797,0.8604446126228337
0.0,0.25,10000000.0,0.6063932141279244,0.7368213604158569
0.0,0.30000000000000004,1000000.0,0.019193198309333526,0.34358185371284444
0.0,0.30000000000000004,1450000.0,0.30157481667454933,0.7633722099944023
0.0,0.30000000000000004,1900000.0,0.660173537492685,0.7889500128399267
0.0,0.30000000000000004,2350000.0,0.29007760721044407,0.7141364839696349
0.0,0.30000000000000004,2800000.0,0.6180154289988415,0.8083143886024302
0.0,0.30000000000000004,3250000.0,0.42876870094576613,0.9605572294894986
0.0,0.30000000000000004,3700000.0,0.13547406422245023,0.7012975439400995
0.0,0.30000000000000004,4150000.0,0.29828232595603077,0.1803672140139425
0.0,0.30000000000000004,4600000.0,0.5699649107012649,0.7608228463954477
0.0,0.30000000000000004,5050000.0,0.5908727612481732,0.24584021249698074
0.0,0.30000000000000004,5500000.0,0.5743252488495788,0.21799738812338176
0.0,0.30000000000000004,5950000.0,0.6532008198571336,0.5030427690895249
0.0,0.30000000000000004,6400000.0,0.6521032700016889,0.34156353473346945
0.0,0.30000000000000004,6850000.0,0.43141843543397396,0.21649418073265325
0.0,0.30000000000000004,7300000.0,0.896546595851063,0.004138665187822799
0.0,0.30000000000000004,7750000.0,0.36756187004789653,0.16152204009896187
0.0,0.30000000000000004,8200000.0,0.4358649252656268,0.6115619930615639
0.0,0.30000000000000004,8650000.0,0.8919233550156721,0.09764911819115218
0.0,0.30000000000000004,9100000.0,0.8061939890460857,0.7366275491491341
0.0,0.30000000000000004,9550000.0,0.7038885835403663,0.6493523754927141
0.0,0.30000000000000004,10000000.0,0.10022688731230112,0.6159626390087024
0.0,0.35000000000000003,1000000.0,0.9194826137446735,0.18205922962520915
0.0,0.35000000000000003,1450000.0,0.7142412995491114,0.5805538053313161
0.0,0.35000000000000003,1900000.0,0.9988470065678665,0.6291805003700764
0.0,0.35000000000000003,2350000.0,0.14944830465799375,0.8839291813991513
0.0,0.35000000000000003,2800000.0,0.8681260573682142,0.35379762998632425
0.0,0.35000000000000003,3250000.0,0.16249293467637482,0.5854083277632001
0.0,0.35000000000000003,3700000.0,0.6155595642838442,0.48822558244078607
0.0,0.35000000000000003,4150000.0,0.12381998284944151,0.28371421767455474
0.0,0.35000000000000003,4600000.0,0.8480082293222344,0.7859082953273984
0.0,0.35000000000000003,5050000.0,0.8073189587250107,0.8769839807520634
0.0,0.35000000000000003,5500000.0,0.5691007386145933,0.11328799632713649
0.0,0.35000000000000003,5950000.0,0.40718329722599966,0.09663915292984426
0.0,0.35000000000000003,6400000.0,0.06916699545513805,0.798038350659194
0.0,0.35000000000000003,6850000.0,0.6974287731445636,0.8138578179662963
0.0,0.35000000000000003,7300000.0,0.45354268267806885,0.6243485001908118
0.0,0.35000000000000003,7750000.0,0.7220555994703479,0.9066803991384247
0.0,0.35000000000000003,8200000.0,0.8663823259286292,0.0030049711638187038
0.0,0.35000000000000003,8650000.0,0.9755215050028858,0.1032865489388396
0.0,0.35000000000000003,9100000.0,0.855803342392611,0.48685380740444395
0.0,0.35000000000000003,9550000.0,0.011714084185001972,0.8713514060818995
0.0,0.35000000000000003,10000000.0,0.3599780644783639,0.5449721999498114
0.0,0.4,1000000.0,0.729990562424058,0.24696447295568336
0.0,0.4,1450000.0,0.17162967726144052,0.032120135741406486
0.0,0.4,1900000.0,0.5210366062041293,0.30341865472144447
0.0,0.4,2350000.0,0.05433798833925363,0.7972395812704092
0.0,0.4,2800000.0,0.19999652489640007,0.38280764730892514
0.0,0.4,3250000.0,0.01852179446061397,0.3336562777438955
0.0,0.4,3700000.0,0.7936977033574206,0.9528569772835266
0.0,0.4,4150000.0,0.22392468806038013,0.5231943358894919
0.0,0.4,4600000.0,0.3453516806969027,0.39734711316368665
0.0,0.4,5050000.0,0.9280812934655909,0.3710771994779476
0.0,0.4,5500000.0,0.7044144019235328,0.723182521137337
0.0,0.4,5950000.0,0.03183892953130785,0.9586995105005001
0.0,0.4,6400000.0,0.16469415649791275,0.1615598880077248
0.0,0.4,6850000.0,0.6214784014997635,0.8398086651152474
0.0,0.4,7300000.0,0.5772285886041676,0.22313195456942525
0.0,0.4,7750000.0,0.23789282137450862,0.4145192475964208
0.0,0.4,8200000.0,0.9342139979247938,0.007728333598960635
0.0,0.4,8650000.0,0.613965955965896,0.1900244113587708
0.0,0.4,9100000.0,0.5356328030249583,0.5071222838104119
0.0,0.4,9550000.0,0.589909976354571,0.5717065490577901
0.0,0.4,10000000.0,0.7301220295167696,0.15092621883140322
0.0,0.45,1000000.0,0.31194499547960186,0.5453607749943087
0.0,0.45,1450000.0,0.3982210622160919,0.6511769706472559
0.0,0.45,1900000.0,0.20984374897512215,0.5662816301142231
0.0,0.45,2350000.0,0.18619300588033616,0.3682371972983757
0.0,0.45,2800000.0,0.9443723899839336,0.696153127828221
0.0,0.45,3250000.0,0.7395507950492876,0.6631232554468353
0.0,0.45,3700000.0,0.4904588086175671,0.4553039583479924
0.0,0.45,4150000.0,0.22741462797332324,0.3499883276195762
0.0,0.45,4600000.0,0.25435648177039294,0.8591340240144562
0.0,0.45,5050000.0,0.05802916032387562,0.05779616939000798
0.0,0.45,5500000.0,0.4344166255581208,0.620103035561404
0.0,0.45,5950000.0,0.3117958819941026,0.0003903003162135654
0.0,0.45,6400000.0,0.6963434888154595,0.9543248761149628
0.0,0.45,6850000.0,0.3777518392924809,0.745984389756968
0.0,0.45,7300000.0,0.1796036775596348,0.21228021041803558
0.0,0.45,7750000.0,0.02467872839133123,0.8788071935150384
0.0,0.45,8200000.0,0.06724963146324858,0.35427007160121027
0.0,0.45,8650000.0,0.6793927734985673,0.42142298874442663
0.0,0.45,9100000.0,0.4536968445560453,0.3562318693610378
0.0,0.45,9550000.0,0.5365792111087222,0.8645424629022959
0.0,0.45,10000000.0,0.8966712930403421,0.8945426621062949
0.0,0.5,1000000.0,0.9903389473967044,0.439578687302177
0.0,0.5,1450000.0,0.21689698439847394,0.09840205005541036
0.0,0.5,1900000.0,0.6630782031001008,0.11358514577938406
0.0,0.5,2350000.0,0.26332237673715064,0.9677923663019162
0.0,0.5,2800000.0,0.02065099946572868,0.522945301385814
0.0,0.5,3250000.0,0.7583786538361414,0.6067348653389882
0.0,0.5,3700000.0,0.32001715082246784,0.2670162586739393
0.0,0.5,4150000.0,0.38346389417189797,0.567591121922543
0.0,0.5,4600000.0,0.5883171135536057,0.3841124685206049
0.0,0.5,5050000.0,0.8310484552361904,0.9168240513894652
0.0,0.5,5500000.0,0.6289818435911487,0.5523792753430613
0.0,0.5,5950000.0,0.8726506554473953,0.24611924114217398
0.0,0.5,6400000.0,0.27354203481563577,0.6848927882588706
0.0,0.5,6850000.0,0.7980468339125637,0.2584502301044903
0.0,0.5,7300000.0,0.1856359443059522,0.011728677456829928
0.0,0.5,7750000.0,0.9527916569719446,0.4827832792861867
0.0,0.5,8200000.0,0.6874882763878153,0.05861381368177476
0.0,0.5,8650000.0,0.21550767711355845,0.014544897012740199
0.0,0.5,9100000.0,0.9473705904889242,0.06079285266465595
0.0,0.5,9550000.0,0.7308558067701578,0.3542413099262707
0.0,0.5,10000000.0,0.25394164259502583,0.4531718791482431
0.0,0.55,1000000.0,0.21331197736748198,0.09416021618473858
0.0,0.55,1450000.0,0.5182007139306632,0.662933144175191
0.0,0.55,1900000.0,0.025662718054531575,0.7943028372813133
0.0,0.55,2350000.0,0.2074700754411094,0.4749357253707007
0.0,0.55,2800000.0,0.42468546875150626,0.08231680328754176
0.0,0.55,3250000.0,0.37416998033422555,0.6470892094089007
0.0,0.55,3700000.0,0.4635754243648107,0.1294572979997365
0.0,0.55,4150000.0,0.2776287062947319,0.9331662276385411
0.0,0.55,4600000.0,0.5867843464581688,0.2098927650185568
0.0,0.55,5050000.0,0.8638556059232314,0.754452078251372
0.0,0.55,5500000.0,0.11753185596203308,0.05807077702671448
0.0,0.55,5950000.0,0.5173791071541142,0.18562125234726046
0.0,0.55,6400000.0,0.1320681063451533,0.3772109371199893
0.0,0.55,6850000.0,0.7168596811925937,0.6888451324624489
0.0,0.55,7300000.0,0.39605970280729375,0.2530124562476713
0.0,0.55,7750000.0,0.565421311858509,0.010810852516926817
0.0,0.55,8200000.0,0.18327983621407862,0.5415539008808833
0.0,0.55,8650000.0,0.14484775934337724,0.7591236011478651
0.0,0.55,9100000.0,0.48805628064895457,0.37517269271556986
0.0,0.55,9550000.0,0.3556127378499556,0.4916830233611176
0.0,0.55,10000000.0,0.940431945252813,0.9299654161121621
0.0,0.6000000000000001,1000000.0,0.7653252538069653,0.5084915286916687
0.0,0.6000000000000001,1450000.0,0.7486636198505473,0.3768783507665747
0.0,0.6000000000000001,1900000.0,0.9037197397459334,0.3874539667351996
0.0,0.6000000000000001,2350000.0,0.08342243544201855,0.7547283821540932
0.0,0.6000000000000001,2800000.0,0.5521924699224066,0.45722617846470914
0.0,0.6000000000000001,3250000.0,0.5844760689557689,0.7693228065744174
0.0,0.6000000000000001,3700000.0,0.961936378547229,0.7163582330930578
0.0,0.6000000000000001,4150000.0,0.29214752679254885,0.27338486746714585
0.0,0.6000000000000001,4600000.0,0.24082877991544682,0.7647495161804025
0.0,0.6000000000000001,5050000.0,0.10029394226549782,0.21401976569252756
0.0,0.6000000000000001,5500000.0,0.016429629591474204,0.6583313364911882
0.0,0.6000000000000001,5950000.0,0.9295293167921905,0.9327308405606431
0.0,0.6000000000000001,6400000.0,0.66991654659091,0.4536554266890729
0.0,0.6000000000000001,6850000.0,0.7851529120231378,0.25528377360232557
0.0,0.6000000000000001,7300000.0,0.2817301057539491,0.5542770061795638
0.0,0.6000000000000001,7750000.0,0.5864101661863267,0.30177307297465217
0.0,0.6000000000000001,8200000.0,0.06395526612098112,0.8640425928264209
0.0,0.6000000000000001,8650000.0,0.4856275959346229,0.45227887556982105
0.0,0.6000000000000001,9100000.0,0.9774951397444468,0.5459217841323855
0.0,0.6000000000000001,9550000.0,0.8765052453165908,0.10981870813900507
0.0,0.6000000000000001,10000000.0,0.33815895183684563,0.728641986239046
0.0,0.65,1000000.0,0.9615701545414985,0.46824911164513894
0.0,0.65,1450000.0,0.2317016264712045,0.416243441351132
0.0,0.65,1900000.0,0.9493188224156814,0.06948833873850924
0.0,0.65,2350000.0,0.9413777047064986,0.3316573894869389
0.0,0.65,2800000.0,0.7992025873523917,0.9663181288710282
0.0,0.65,3250000.0,0.6304479368667911,0.9080092854086756
0.0,0.65,3700000.0,0.874287966624947,0.0975028310529995
0.0,0.65,4150000.0,0.2930202845077967,0.986106675709105
0.0,0.65,4600000.0,0.8489435553129182,0.6273704803576123
0.0,0.65,5050000.0,0.6178766919175238,0.6874509153244108
0.0,0.65,5500000.0,0.01323685775889949,0.989613473679347
0.0,0.65,5950000.0,0.34723351793221957,0.212270455201088
0.0,0.65,6400000.0,0.14814086094816503,0.3288468298889258
0.0,0.65,6850000.0,0.9818293898182532,0.05732309181070527
0.0,0.65,7300000.0,0.47837030703998806,0.6506985958052737
0.0,0.65,7750000.0,0.4973913654986627,0.4158919069756565
0.0,0.65,8200000.0,0.6394725163987236,0.7616447533682315
0.0,0.65,8650000.0,0.3685846061296175,0.7515106826154684
0.0,0.65,9100000.0,0.13690027168559893,0.505998695404426
0.0,0.65,9550000.0,0.8221177331942455,0.2917623002512425
0.0,0.65,10000000.0,0.18984791190275796,0.7312598619169026
0.0,0.7000000000000001,1000000.0,0.511318982546456,0.10644079670550144
0.0,0.7000000000000001,1450000.0,0.22431702897473926,0.7986074827266925
0.0,0.7000000000000001,1900000.0,0.09784448449403405,0.1279089284594671
0.0,0.7000000000000001,2350000.0,0.8621915174216833,0.2171306212061319
0.0,0.7000000000000001,2800000.0,0.9729194890231303,0.9079210617027051
0.0,0.7000000000000001,3250000.0,0.9608346580630002,0.39591403487084653
0.0,0.7000000000000001,3700000.0,0.906555499221179,0.3581410946865924
0.0,0.7000000000000001,4150000.0,0.7740473326986388,0.7009536287297233
0.0,0.7000000000000001,4600000.0,0.3331451520286419,0.005151910820008543
0.0,0.7000000000000001,5050000.0,0.08110138998799676,0.4987488470586754
0.0,0.7000000000000001,5500000.0,0.40724117141380733,0.37521369196313115
0.0,0.7000000000000001,5950000.0,0.23223414217094274,0.5241711211588422
0.0,0.7000000000000001,6400000.0,0.13248763475798297,0.020712681671609556
0.0,0.7000000000000001,6850000.0,0.05342718178682526,0.7224077323151211
0.0,0.7000000000000001,7300000.0,0.7255943642105788,0.46874798923740224
0.0,0.7000000000000001,7750000.0,0.011427458625031028,0.6616460274109013
0.0,0.7000000000000001,8200000.0,0.7705807485027762,0.8936182133532258
0.0,0.7000000000000001,8650000.0,0.14694664540037505,0.299276683796008
0.0,0.7000000000000001,9100000.0,0.07952208258675575,0.00805745649790035
0.0,0.7000000000000001,9550000.0,0.08960303423860538,0.8969108342159161
0.0,0.7000000000000001,10000000.0,0.6720478073539145,0.31269772842168253
0.0,0.75,1000000.0,0.24536720985284477,0.793933956416724
0.0,0.75,1450000.0,0.42053946668009845,0.7169233055356476
0.0,0.75,1900000.0,0.5573687913239169,0.6675360962810468
0.0,0.75,2350000.0,0.8605511738287938,0.6647503952732946
0.0,0.75,2800000.0,0.7270442627113283,0.5639959347027205
0.0,0.75,3250000.0,0.27032790523871464,0.8789268303173386
0.0,0.75,3700000.0,0.1314827992911276,0.11883110970659416
0.0,0.75,4150000.0,0.05537432042119794,0.4641145868160268
0.0,0.75,4600000.0,0.3015986344809425,0.5902146447686274
0.0,0.75,5050000.0,0.26211814923967824,0.23432736058911707
0.0,0.75,5500000.0,0.45614056680047965,0.9148819530396248
0.0,0.75,5950000.0,0.6832813355476804,0.23844408169045417
0.0,0.75,6400000.0,0.6956254456388572,0.13656065977032417
0.0,0.75,6850000.0,0.28351884658216664,0.007838048029474298
0.0,0.75,7300000.0,0.3799269559001205,0.9734366169284941
0.0,0.75,7750000.0,0.18115096173690304,0.24120820060889814
0.0,0.75,8200000.0,0.7885455123065187,0.33355427884934796
0.0,0.75,8650000.0,0.0568480764332403,0.9976256565739742
0.0,0.75,9100000.0,0.6969972417249873,0.09552385403378671
0.0,0.75,9550000.0,0.7786953959411034,0.08992702780252537
0.0,0.75,10000000.0,0.7774075618487531,0.2961517613475899
0.0,0.8,1000000.0,0.25942256434535493,0.7374367123334127
0.0,0.8,1450000.0,0.37381313793256143,0.6767351040604468
0.0,0.8,1900000.0,0.587599635196389,0.6821373110434343
0.0,0.8,2350000.0,0.272821902424467,0.4645579015536754
0.0,0.8,2800000.0,0.3708527992178887,0.09129594485569814
0.0,0.8,3250000.0,0.19705428018563964,0.5404438811263467
0.0,0.8,3700000.0,0.4598558837560074,0.7539969720391257
0.0,0.8,4150000.0,0.044612301254114084,0.2626294325791739
0.0,0.8,4600000.0,0.799795884570618,0.3952403769782912
0.0,0.8,5050000.0,0.07695644698663273,0.6214856140146435
0.0,0.8,5500000.0,0.518835148831526,0.5175706250449572
0.0,0.8,5950000.0,0.3068100995451961,0.4469159482128918
0.0,0.8,6400000.0,0.5775429488313755,0.32737092130350576
0.0,0.8,6850000.0,0.9594333408334251,0.8215362785473515
0.0,0.8,7300000.0,0.6455702444560039,0.01782654071339629
0.0,0.8,7750000.0,0.03536243575549092,0.5000530934019694
0.0,0.8,8200000.0,0.43040243950806123,0.513426580321786
0.0,0.8,8650000.0,0.5100168523182502,0.15368755819165114
0.0,0.8,9100000.0,0.536177494703452,0.712480727717754
0.0,0.8,9550000.0,0.6813925106038379,0.9429846054804547
0.0,0.8,10000000.0,0.2775960977317661,0.04667459122826789
0.0,0.8500000000000001,1000000.0,0.1288605654663202,0.40521486485311375
0.0,0.8500000000000001,1450000.0,0.39267567654709434,0.011733869177521505
0.0,0.8500000000000001,1900000.0,0.9564057227959488,0.7872190084912537
0.0,0.8500000000000001,2350000.0,0.18713089175084474,0.04615080120135617
0.0,0.8500000000000001,2800000.0,0.903983954928237,0.6937238514650937
0.0,0.8500000000000001,3250000.0,0.5438059500773263,0.29107383918935625
0.0,0.8500000000000001,3700000.0,0.4569114216457658,0.7459948175037251
0.0,0.8500000000000001,4150000.0,0.8820414102298896,0.6516060235654044
0.0,0.8500000000000001,4600000.0,0.45860396176858587,0.7977690748278519
0.0,0.8500000000000001,5050000.0,0.7241676366115433,0.5723396518095275
0.0,0.8500000000000001,5500000.0,0.399025321703102,0.1109514087904333
0.0,0.8500000000000001,5950000.0,0.9040443929009577,0.43950677311646025
0.0,0.8500000000000001,6400000.0,0.6900250201912274,0.7135282388766996
0.0,0.8500000000000001,6850000.0,0.6996220542505167,0.476227372863825
0.0,0.8500000000000001,7300000.0,0.3277204015571189,0.0535872115516951
0.0,0.8500000000000001,7750000.0,0.7567786427368892,0.24547160274511703
0.0,0.8500000000000001,8200000.0,0.6360610554471413,0.2456014415243939
0.0,0.8500000000000001,8650000.0,0.24002027337970955,0.6398074385548856
0.0,0.8500000000000001,9100000.0,0.16053882248525642,0.6254609069092322
0.0,0.8500000000000001,9550000.0,0.7963914745173317,0.6445185127520296
0.0,0.8500000000000001,10000000.0,0.9591666030352225,0.34996181398909
0.0,0.9,1000000.0,0.45813882726004285,0.45394583502907104
0.0,0.9,1450000.0,0.5909841653236849,0.7809057582076337
0.0,0.9,1900000.0,0.8577226441935546,0.7267373594418635
0.0,0.9,2350000.0,0.45722345335385706,0.49149122445079385
0.0,0.9,2800000.0,0.9518744768327362,0.9059660504175161
0.0,0.9,3250000.0,0.5757511620448724,0.28142022934536537
0.0,0.9,3700000.0,0.820767120701315,0.22283977003699973
0.0,0.9,4150000.0,0.9088437184127384,0.3651586008619574
0.0,0.9,4600000.0,0.8155238187685688,0.8195922720262903
0.0,0.9,5050000.0,0.15941446344895593,0.41760580669185166
0.0,0.9,5500000.0,0.6288984390617004,0.24435706845526595
0.0,0.9,5950000.0,0.3984342586196771,0.8251774392464489
0.0,0.9,6400000.0,0.0627129520233457,0.27853215358224426
0.0,0.9,6850000.0,0.42403225188984195,0.6046053153955744
0.0,0.9,7300000.0,0.2586840668894077,0.19992017448614097
0.0,0.9,7750000.0,0.8490383084285108,0.6103088605644506
0.0,0.9,8200000.0,0.03330462654669619,0.9466934207614276
0.0,0.9,8650000.0,0.9589827218634736,0.5743754723705583
0.0,0.9,9100000.0,0.3553688484719296,0.9594490700866063
0.0,0.9,9550000.0,0.3567068904025429,0.0011629746333591262
0.0,0.9,10000000.0,0.01632850268370789,0.33113274112102775
0.0,0.9500000000000001,1000000.0,0.18523232523618394,0.2931295430281091
0.0,0.9500000000000001,1450000.0,0.4012595008036087,0.7221800606437732
0.0,0.9500000000000001,1900000.0,0.9292914173027139,0.04423731047108215
0.0,0.9500000000000001,2350000.0,0.09961493022127133,0.4296332414852092
0.0,0.9500000000000001,2800000.0,0.9453015334790795,0.03742688188850851
0.0,0.9500000000000001,3250000.0,0.8694885305466322,0.4617368112368666
0.0,0.9500000000000001,3700000.0,0.4541623969075518,0.48141457545613775
0.0,0.9500000000000001,4150000.0,0.32670088176826007,0.3370864065920257
0.0,0.9500000000000001,4600000.0,0.23274412927905685,0.3037399316407554
0.0,0.9500000000000001,5050000.0,0.6144647064768743,0.31259285994641284
0.0,0.9500000000000001,5500000.0,0.03307459147550562,0.9014727561677534
0.0,0.9500000000000001,5950000.0,0.015606064446828216,0.6506307776163208
0.0,0.9500000000000001,6400000.0,0.42879572249823783,0.5165145019674025
0.0,0.9500000000000001,6850000.0,0.0680740739747202,0.21147536604770645
0.0,0.9500000000000001,7300000.0,0.2519409882460929,0.8233996082512667
0.0,0.9500000000000001,7750000.0,0.22116091534608384,0.8135818996336054
